memberId,eventId,rsvpRating
197032060,dzkkpgyvhbnb,1
75688952,whlsrlyvgbjc,1
2797596,230350287,1
188472141,230155199,0
177786872,229311592,1
194445599,230468817,1
13689372,230162092,1
189102945,229261600,0
13044519,zhbknlyvpbwb,1
112177462,dkmbvjyvjbmc,1
201977684,229599988,1
78717692,skmjqlyvkbmc,1
185327371,229966722,1
89056512,kxvgqlyvpbpb,1
201993488,drbhffyvgbfc,0
124590802,229055632,1
118922722,230460719,0
188439290,jvbfllywdbvb,1
6258141,rtsqrlyvlbqb,1
13775021,230425084,1
173278262,hlkwflyvkbpb,1
201222203,227842136,0
3998925,229821025,1
151828822,dmgzhfyvkbjc,1
7425326,zsrbslywfbcb,1
143577512,dtwqqgywdbdb,1
143301522,knmqslyvqbmc,1
35089542,229599988,1
34075292,dnmnzjyvqbnb,1
144568492,qsznnlyvmbcb,1
192969545,snjkslyvkbfb,1
201141320,229647357,1
131647302,mgprhlyvkbfb,1
173278262,rzddslywdbjb,1
197384659,qsznnlyvkbsb,1
193745855,230376821,1
162408252,kjmvdlywdbtb,1
185358045,230367252,1
185106835,wbktmlyvhbvb,1
14427609,230335190,1
30870162,229871177,1
91279652,qgwvhkyvhbdb,1
12557832,xvslslyvkbjc,1
10939216,dfpxrlyvgbfc,1
195441923,230407024,1
199200374,gzrzrlyvhbfb,1
132796662,229652442,1
59616222,qwcvqfyvjbrb,1
68205472,229936477,1
2505769,hkfqrlyvmbsb,1
36216542,229118942,1
196061885,hhssplywfbqb,1
9944708,swwjmlyvgbjc,1
200910162,229647069,1
183036588,229648843,1
144568492,mzrtnlyvpbrb,1
16052661,dxbnpjyvhbhc,1
186244126,230317634,1
185908352,sddfllyvkbjb,1
37047172,qvlsbfyvjbxb,1
82236512,230441464,1
195747183,wpwqmlywcbqb,1
118033722,sfvnllyvlbmb,1
1464786,230538450,1
144568492,qsznnlyvkbsb,1
182948334,228680487,0
14552544,230414892,1
199600149,228807599,1
88608222,228957382,1
898298,230176219,1
1986197,cvcvzyvpbnb,1
191773830,227562113,1
17121841,qdlnrcywcbxb,1
185191174,xtxlllyvhbvb,1
201933098,230378900,1
79106162,227842136,1
63222632,228795054,0
68091342,230026026,1
202374133,230475862,1
12607786,230535581,0
152065322,230098759,1
144568492,tbftplyvlbsb,1
1612116,rtkgllyvhbmc,1
161900892,228931356,1
3353495,230553638,1
5698827,qggdjjyvhbdb,1
199600149,hsppqlyvmbrb,1
7545664,230157193,0
173278262,rzddslyvpbsb,1
39254802,230425603,1
71631102,thrqklyvmbbc,1
186817652,230102311,1
180312782,228782232,1
89056512,kxvgqlyvjbwb,1
71631102,fjkpjlyvgblc,1
158991612,hzkbslywfbmb,1
81301702,229762554,1
37047172,qrcmdhyvqbnc,1
36353712,dzmsdhywdbgb,1
131647302,qgfvzkywcbnb,1
199792519,230543733,1
185639152,hzkbslyvgblc,1
1986197,cvcvzyvmbcb,1
4317127,xvgznyvjbmc,1
36353712,dfmjzfyvpbzb,1
30248412,pttbmlyvgbfc,0
5698827,bhfrslyvkbcc,1
7329036,230317634,1
12710644,qmdkscyvpbcb,1
27180232,mcvxnlywfbjc,1
190872828,230155664,1
107397822,230182543,1
73301462,229311592,1
118922722,230102311,0
12095901,229685369,1
12456889,cgxvglyvjbsb,1
71631102,fjkpjlywfbvb,1
13976417,230180799,1
33718622,229854705,1
191996596,230255007,1
59616222,qscvqfyvhbfc,1
186281110,230474979,1
154214122,230160519,1
5202786,szcwmlyvgbrb,1
9891098,dpxcjkywdbrb,1
5091165,qdxmtkyvmbsb,1
45595182,230374725,0
199170769,230477082,1
185249258,229920363,0
131647302,qqgnthywcbnb,1
133731962,229978446,1
36472362,drbhffyvgbfc,1
189440024,230317352,1
188563287,xnwkslyvhbnb,1
197601245,223477134,1
201997347,227393111,1
203426482,hrlnslywdbtb,1
8074077,vnrvrlyvhbrb,1
11237154,227324589,1
101447292,229674411,1
189799999,229641643,1
131647302,kjmvdlywfbtb,1
10052711,228295485,1
154086042,sddfllyvhbxb,1
183633437,rzddslywfbrb,1
192969545,hnjkslywfbqb,1
89881762,hkfqrlyvgbkc,1
203051818,229945002,0
117677522,224041566,1
81079732,229518187,1
71631102,fjkpjlyvqbtb,1
117271682,229485007,1
159621372,230181783,1
16052661,dxbnpjyvgbkc,1
185550837,wgrqklyvgbjc,1
182543320,230491980,0
8626128,dnscvkyvkbbc,1
59488152,229261159,1
2650644,krcgllywfbxb,1
173278262,tbfdslyvnbpc,1
201867902,229311592,1
13133195,dhcmfkyvlbjc,1
195747183,gmvqmlywcbhb,1
184926277,229176763,1
1304978,229261159,1
12456889,lgxvglyvkbdb,1
1324258,tgnrdlyvhbzb,1
189531916,230124718,1
12504270,230489731,1
89056512,wscrplywcblc,1
5698827,xvfpklyvjbhb,1
192440894,whlsrlyvgbjc,1
195339336,mdzwllyvkbgb,1
138233972,227039341,1
28101672,230570867,0
156237402,227845500,1
203672004,228544599,0
9156239,rwdtrlyvhbhc,1
149052512,ddwvsjyvgbhc,1
144568492,tbftplyvkbwb,1
193672292,229936477,1
72189002,230017251,1
36472362,drbhffyvhblc,1
3249191,230316259,0
9931437,229315684,1
154086042,sddfllyvkbjb,1
187523551,229684345,1
200962663,229671047,1
937832,mgprhlywcbtb,1
63791912,229599988,1
182628010,230479412,1
12421227,htrrslyvkbzb,1
2358808,229518187,1
185581251,227393111,1
197985767,230317352,0
9756379,jkfgglyvhbjc,1
79667942,229647069,0
57855542,qgqpmgyvpbvb,1
203766147,230248111,1
188611019,228763833,1
37047172,qrcmdhyvkblb,1
183209656,229471154,1
140098732,230199048,1
9812916,znkcslyvkbhb,1
12557832,vnrvrlyvqbvb,1
37047172,djrlrlyvkbfc,1
8904109,229994751,0
104624412,227324589,1
140281652,229486654,1
104750212,230275055,1
39427422,230460719,1
35362602,228795700,1
137721732,230133733,1
187172803,229964238,1
2621867,ntxgslyvlbzb,1
193527779,wqrqclyvkbgb,1
201921963,230027656,0
191071450,229569748,1
131647302,kjmvdlywcbpb,1
103087502,blxpjlyvjbkb,1
78219232,229789054,1
3617963,hzkbslywfbvb,1
2731166,229978680,1
76266752,230316259,1
50409972,jlbtdlyvhbsb,1
11619152,229964673,1
202865695,229857821,1
25584062,229685369,1
59616222,dgvsqfyvhbnb,1
12710644,qmdkscyvlbvb,1
59665922,qnltkjyvlbmc,1
83167872,229519169,1
81301702,230361274,1
157599172,228773710,1
183633437,rzddslyvpbkb,1
131160922,229599988,1
13133195,dhcmfkyvkbmc,1
2650644,ncldnlyvqbpc,1
136619252,230387187,1
151828822,dmgzhfyvqbrb,1
184153009,230324455,1
2089797,229471154,1
191100641,xwbhqlyvgbdc,1
937832,mgprhlyvnbvb,1
13730847,229789054,0
50792402,230248954,1
2155070,228896612,1
200306674,230316259,0
46709092,vblwqlywfbqb,1
9697516,230466278,0
5698827,qlsdggyvhbjb,1
154086042,sddfllywcbxb,1
11947679,230026026,1
2322401,pttbmlyvhbcc,1
118033722,sfvnllyvlbnc,1
182543320,230396393,1
183422287,230496760,1
103087502,dfdtplyvgblc,1
30286022,230460719,0
64795782,qhkjglyvgblc,1
22546911,230027473,0
202665300,229228960,1
1234386,vgrsllyvmbfb,1
36472362,rdsrplyvnblb,1
162408252,kjmvdlyvkbkc,1
189265173,mdjlslyvgbnc,1
201928176,230496691,1
6386292,rnttflyvpbgc,1
6258141,qcgkqcyvjbrb,1
13133195,dhcmfkyvnbsb,1
144568492,mzrtnlywdbhb,1
4196353,dlxhkcywfbsb,1
12408939,230008159,0
202805499,229964673,1
78717692,skmjqlyvjbnb,1
46709092,vblwqlyvmbxb,1
14340658,qkbdqlywdbgb,1
202545277,230126262,1
3864705,229762650,1
194779742,230503765,1
185473735,mswkslyvjbdb,1
200835907,230381748,1
13199566,qknvqcyvjblc,1
90451062,227683589,1
131458882,230468891,1
203541407,229176763,1
1986197,hmqkjlyvnbhb,1
71640502,230007564,1
2997216,230133690,1
103726672,229429555,0
184089183,230092421,1
197736612,fxxnrlywgbcc,1
118033722,sfvnllyvnbhc,1
2985059,hzkbslyvhbqb,0
3414471,228809524,1
12456889,cgxvglyvnbgb,1
71631102,zrqnflyvpbhc,1
198583433,229964673,1
69566342,230176219,1
13687702,229109065,1
53039572,hjxlslyvhbnb,0
196061885,mfmpqlyvjbfc,1
3821053,230173237,1
198823227,230093115,0
184356023,230324455,1
196061885,mfmpqlyvjbnc,1
37047172,djrlrlywfbhc,1
144568492,gxrtnlyvnbnc,1
144568492,rzdtplyvqbpb,1
81301702,230265757,1
186768318,230348029,1
13638565,228241765,1
8686919,230102311,1
144568492,mzrtnlyvhbmc,1
1232291,kjzmnyvqbhb,1
5284621,230460719,1
71631102,thrqklyvlbmb,1
115133782,230275055,1
5990811,226992126,1
183181862,229965839,1
185221471,jtnwrlyvgbdc,1
203062706,drbhffyvgbnc,1
12889700,fkrmslyvjbnc,1
192780201,230045061,0
12864168,230204144,0
131647302,kjmvdlyvkbjb,1
7092500,zfrpslyvhblb,1
85348112,229912035,0
1975726,230530759,1
173339342,lwhdmlyvnbrb,1
58228552,qgqpmgyvqblc,1
191090995,229935253,1
71544292,229847288,1
52273972,227843749,0
185191174,dgxlllyvhbdb,1
4311884,rnttflyvgblc,1
12408939,229979789,0
13265063,229652442,1
12361732,zpzmglywdbdc,1
1986197,hmqkjlywdbtb,1
192969545,snjkslyvhbtb,1
1234386,vgrsllyvqbgc,1
7092500,zfrpslyvmbhc,1
7092500,zfrpslyvnbfc,1
201030042,230441464,1
191648593,227393111,1
200943543,230328223,0
202257462,230434415,1
123171162,230443857,1
201811867,230162092,1
193659492,229966750,1
187625760,cxnqrlyvhbzb,1
203176831,229964673,1
61484642,qwwnrgyvjbxb,1
64561572,229965839,1
198480905,230466977,1
71631102,fjkpjlyvmblb,1
8495843,qgnkggyvjbdb,1
97270112,229109065,1
203432777,230490650,1
2540268,229786847,1
198589019,230248111,1
12412996,dnscvkyvpbvb,1
6258141,rtsqrlyvlbzb,1
195793283,229582153,1
2956298,227324589,1
59616222,djtsqfyvhbpc,1
33991772,230275055,1
129939162,230007564,1
125876862,229987950,1
2525803,229261159,1
202098870,vnrvrlyvgbdc,1
184931154,227324589,1
8626128,dnscvkyvjbtb,1
187354630,230102311,1
2089797,229311592,1
185908352,sddfllyvmbsb,1
181901842,pnzzglyvgbbc,1
103087502,jdjmklyvhbnc,1
58228552,qgqpmgyvjblb,1
74055402,230445764,1
188064132,rcvrhlyvmbbc,1
112177462,tkhqdlyvhbbc,1
170173372,hzkbslyvhbqb,1
194276783,230425084,1
131658282,229966722,1
184874579,mjwvqlywcbqb,1
12630247,227300633,1
39760952,229762650,1
196061885,xcssplyvjbfb,1
58228552,qgqpmgyvnbhb,1
92219442,229599988,1
181910782,228544599,1
182948471,vwwdklyvqbxb,1
10814111,230414949,1
199700730,230414949,1
33460632,229311592,1
150063572,rskpplywgblb,1
12421227,htrrslywdbsb,1
7973972,vjnzqlyvqbmc,1
28466752,230126262,1
137048092,230441464,1
77726682,229234829,1
41326002,xkzvflyvhbcb,0
201319033,229966722,1
202561812,230046965,1
9232153,230324455,1
85568062,229412841,1
144568492,qsznnlywcbjc,1
9254651,dxpdwgyvhbkc,1
198888898,223477134,1
123992582,229375564,1
203320231,230133690,1
12607786,229920363,0
480060,230162092,0
142507092,230126262,1
54989802,229965839,0
36472362,rdsrplyvkbmb,1
58228552,qgqpmgyvpbdb,1
9812916,znkcslyvnbxb,1
149052512,ddwvsjyvhbmb,1
185191174,whzlllyvhbkb,1
187088747,229976320,1
12456889,lgxvglyvqbnb,1
56227632,230298910,1
91637352,zdmdnywgbxb,1
185191174,qbwlllyvhbwb,1
139366422,nmxhslyvhbtb,1
9156239,rwdtrlyvhbxb,1
179137192,229764469,1
61484642,dbqhzgywfbkb,1
10524205,vbdzmlyvhbzb,1
13262934,wgrqklyvgbjc,0
167969602,xkzvflyvhbcb,1
139489612,230342092,1
11640933,229966722,1
13044519,cvrbnlyvnbnb,1
54855232,229789054,1
192261117,mzgqrlyvgblc,1
150433802,228264870,1
192261117,qddnfgyvgbdc,1
13209005,228795054,1
8074077,vnrvrlyvpbxb,1
185902209,229597982,1
70478962,173224302,0
8074077,vnrvrlywcbrb,1
182849937,230514575,1
189283337,pbpnllyvqbnb,1
145476512,drmwwhyvgbzb,1
183790239,229518187,1
203339876,230361274,1
3617963,hzkbslywfbmb,1
185908352,sddfllyvmbkb,1
162408252,kjmvdlyvnbzb,1
42179722,229396770,1
12456889,lgxvglyvkbvb,1
13371582,229161478,1
29735342,230227958,1
152181172,228782232,1
60614932,230470665,1
103087502,wxcjslyvjbxb,1
139366422,jwcbslyvhbfc,1
78443412,230374721,1
158991612,hzkbslyvqbmc,1
118033722,sfvnllyvqbrb,1
1297060,230134785,0
187447043,230257876,1
196963073,227324589,1
6207207,229762554,0
144568492,hnjkslyvqbxb,1
36353712,dzmsdhywdbxb,1
191072306,227842136,1
7973972,vjnzqlyvmbcb,1
112177462,ddwvsjyvgbhc,1
105745502,230515771,1
200261273,229591210,0
138053502,dfpxrlyvgbfc,1
146306302,mrrqnlyvqbkc,1
4887555,230076311,1
36472362,drbhffywfbpb,1
188529761,qzqzrlyvgbhc,1
12456889,cgxvglyvlbnc,1
158265582,229480511,1
48113482,229964673,1
34075292,dnmnzjyvhbkb,1
201721519,228327858,1
199790479,230470665,1
5016617,230181783,1
149052512,ddwvsjyvhbvb,1
203639628,230126262,1
173339342,gfmsnlyvkbkb,1
9263671,229762554,0
57855542,qgqpmgywcbhc,1
7092500,zfrpslyvqbhc,1
4156341,230266293,0
98068132,ljtgrlyvnbqb,1
203217635,230319275,1
173532922,230543733,1
31472712,230053311,1
173339342,lwhdmlywdbmb,1
65521492,dvgtqlywgbdb,1
75978082,230291968,1
114631812,230093115,1
192969545,hnjkslyvqbhc,1
183175121,228931356,0
21022881,230460719,1
203165640,229311592,1
5184179,qdsxgkyvgbjc,0
151454112,dfswmlyvpbtb,1
77726682,229724562,1
192721646,230407024,1
6997882,lqkqmlyvnbrb,0
547976,230176219,1
197016423,qgfvzkyvgbjc,0
75704192,tnskflyvhbdb,1
144568492,tbftplyvlblc,1
183175121,drbhffyvgbfc,0
12473142,lwhdmlyvnbrb,1
57903822,qhwqbfyvpbjc,1
202329656,229945103,1
86929402,lmksqlyvmbgb,1
35872672,jjvdhlyvjbhc,1
191808800,gzxpklyvjbfc,1
98068132,ljtgrlywcbgb,1
4897039,229518187,1
184874579,mjwvqlyvkbsb,1
71631102,wgrqklyvpbmc,1
189265173,kvgbslyvhbkb,1
51588682,230519046,1
121654992,229966722,1
199700103,229118882,1
11900080,229750805,0
91840202,dvgpmlyvhbsb,1
165920942,229965839,1
2473069,228838074,1
937832,mgprhlywdbhb,1
58716582,230027656,1
54317022,nwcmqlyvgbfc,1
75704192,tnskflyvnbwb,1
6597092,230266293,1
196061885,hhssplyvpbrb,1
12456889,cgxvglyvmbrb,1
189487793,230275055,1
39506712,dvzxplyvpbrb,1
