userId,groupId
11885543,18562331
11885543,8763012
11885543,15230442
11885543,18787228
11885543,18974499
11885543,4013112
11885543,2724782
11885543,1541279
11885543,12523062
11885543,825473
11885543,18741648
11885543,1606934
11885543,18354966
11885543,1350427
11885543,3656742
11885543,18601481
11885543,18913207
11885543,2065031
11885543,3169192
11885543,18931128
11885543,1755011
11885543,6277062
11885543,1225993
11885543,1364751
11885543,2243001
11885543,1396617
11885543,13395792
11885543,1435784
11885543,1819654
11885543,1301425
11885543,18712511
11885543,18451258
11885543,9226282
11885543,8230742
11885543,1825462
11885543,3258652
11885543,1974321
11885543,12194442
11885543,13279352
11885543,18315941
11885543,9723552
11885543,1636141
11885543,2882962
11885543,1504854
11885543,1786843
11885543,18701149
11885543,19106531
11885543,3138542
11885543,9088972
11885543,3746032
11885543,3892722
11885543,1359710
11885543,18047192
11885543,2057811
11885543,1604181
11885543,14306312
11885543,4027502
11885543,54356
11885543,107604
11885543,3354982
11885543,19643902
11885543,18910712
11885543,5918982
11885543,10730622
11885543,7921702
11885543,1731963
11885543,18371829
11885543,1800430
11885543,1818471
11885543,4785972
74709952,12963652
74709952,7413622
74709952,1484316
74709952,6592232
74709952,176399
74709952,18354966
74709952,18601481
74709952,14681462
74709952,2065031
74709952,3841442
74709952,18931128
74709952,1437324
74709952,10683322
74709952,1876871
74709952,1788730
74709952,18712511
74709952,1951801
74709952,9226282
74709952,1691571
74709952,3186202
74709952,19252879
74709952,1542972
74709952,1781808
74709952,1631157
74709952,18910990
74709952,4182672
74709952,18315941
74709952,18654127
74709952,7824322
74709952,19033880
74709952,163773
74709952,18353880
74709952,18701149
74709952,19106531
74709952,1516886
74709952,3138542
74709952,1730008
74709952,3250422
74709952,8841422
74709952,19860455
74709952,107592
74709952,6857382
74709952,14156032
74709952,1482573
74709952,7921702
74709952,2384451
74709952,1629296
74709952,228200
74709952,1794037
74709952,3168962
74709952,11461722
74709952,19658077
74709952,4494012
74709952,1228907
74709952,1818471
74709952,4663992
183554416,1187265
183554416,17128592
183554416,9226282
183554416,18913207
183554416,1225993
183554416,7379612
149624662,8763012
149624662,4013112
149624662,9043072
149624662,4627532
149624662,3706422
149624662,10625712
149624662,5717572
149624662,2769972
149624662,2731062
149624662,5116012
149624662,12563612
149624662,15059142
149624662,1951801
149624662,12090012
149624662,12554392
149624662,1652785
149624662,6775882
149624662,6460492
149624662,2398731
149624662,245298
149624662,11510942
149624662,10000042
149624662,17246002
149624662,3173382
149624662,5157902
149624662,12549372
149624662,1479250
149624662,3483762
149624662,15709862
149624662,2057811
149624662,1824341
149624662,10648812
149624662,13402242
149624662,10457292
149624662,1647183
149624662,12227812
149624662,10524352
149624662,17470312
149624662,3379792
149624662,4663842
149624662,7334922
149624662,2384451
149624662,2684992
149624662,1109628
149624662,8567532
149624662,16409742
149624662,3997252
149624662,17378672
149624662,3618892
149624662,12820032
149624662,16595582
149624662,1811614
149624662,2603182
149624662,15746682
149624662,2065031
149624662,677520
149624662,15057022
149624662,5298892
149624662,1660603
149624662,6368962
149624662,9226282
149624662,16999332
149624662,1033381
149624662,1825462
149624662,8872502
149624662,13067382
149624662,1758888
149624662,10524692
149624662,6230762
149624662,1698978
149624662,8283842
149624662,2997392
149624662,4035202
149624662,4978932
149624662,1613023
149624662,8905792
149624662,2180841
149624662,3746032
149624662,1641687
149624662,16636972
149624662,14306312
149624662,2701562
149624662,16007212
149624662,17118172
149624662,8086692
149624662,1800446
149624662,12968482
149624662,17599462
149624662,10470512
149624662,7115932
149624662,3168962
149624662,17469432
149624662,5618342
149624662,2683612
149624662,8218762
149624662,4494012
149624662,1818849
149624662,2211551
149624662,4663992
149624662,1735454
149624662,2971432
149624662,1675038
149624662,1606934
149624662,1350427
149624662,17208852
149624662,3827502
149624662,15384062
149624662,7605602
149624662,13460442
149624662,8737692
149624662,1788730
149624662,8496552
149624662,14089212
149624662,1695538
149624662,8230742
149624662,12533652
149624662,13453282
149624662,15044052
149624662,1836841
149624662,11061662
149624662,16943162
149624662,599861
149624662,2974992
149624662,15944652
149624662,1516886
149624662,12870022
149624662,3153782
149624662,9088972
149624662,1630546
149624662,8346932
149624662,14752682
149624662,16396212
149624662,17067602
149624662,17338462
149624662,1084744
149624662,5918982
149624662,7151882
149624662,16130462
149624662,1695091
149624662,3053892
149624662,16465302
149624662,14884242
149624662,1778543
149624662,10844112
149624662,10892752
149624662,1460078
149624662,5120822
149624662,10359782
149624662,1818471
149624662,14301092
149624662,9122292
149624662,1522066
149624662,9722642
149624662,2625442
149624662,2022801
149624662,1466246
149624662,4069802
149624662,10431242
149624662,17128592
149624662,3385252
149624662,2048391
149624662,14054222
149624662,1755011
149624662,2243001
149624662,6541822
149624662,12401952
149624662,12742492
149624662,14635902
149624662,17213092
149624662,10986242
149624662,1664944
149624662,15247682
149624662,1631157
149624662,8111062
149624662,8713002
149624662,1060260
149624662,7824322
149624662,9908512
149624662,14177122
149624662,11271952
149624662,2626452
149624662,14103402
149624662,3138542
149624662,12611842
149624662,2747882
149624662,7037352
149624662,2052571
149624662,9546582
