11885543,229616633,1
74709952,229616633,1
11103435,229616633,1
8515874,229616633,1
183554416,229616633,1
149624662,229616633,1
26945802,229616633,0
109535222,229616633,0
93515872,229616633,1
143764842,229616633,1
11422432,229616633,1
24674952,229616633,1
129018932,229616633,1
8301128,229616633,1
31947512,229616633,1
170826162,229616633,1
14250450,229616633,1
131625762,229616633,1
37063112,229616633,1
4541741,229616633,1
185922041,229616633,1
67449572,229616633,0
114098522,229616633,1
82124002,229616633,1
201267222,229616633,1
188618606,229616633,1
154045592,229616633,1
2853561,229616633,1
193980379,229616633,1
155878262,229616633,1
12703568,229616633,1
53646642,229616633,1
11243241,229616633,1
51605562,229616633,1
3893698,229616633,0
13372294,229616633,1
32639182,229616633,1
14553888,229616633,1
130691092,229616633,1
1712645,229616633,1
181312672,229616633,1
77380882,229616633,0
100476072,229616633,1
183026270,229616633,0
135637692,229616633,1
195555384,229616633,1
35305322,229616633,1
163482802,229616633,1
52505262,229616633,1
201201350,229616633,1
170480872,229616633,0
47375512,229616633,0
2731985,229616633,1
185522968,229616633,0
72897502,229616633,1
185616082,229616633,1
192217229,229616633,1
9793326,229616633,0
139261082,229616633,1
16478831,229616633,1
98453842,229616633,1
8972124,229616633,1
47788682,229616633,1
16818541,229616633,1
4656454,229616633,1
150288972,229616633,1
107029412,229616633,1
189574208,229616633,1
2963626,229616633,1
3511585,229616633,1
85416662,229616633,1
99940212,229616633,0
9189123,229616633,0
35030162,229616633,1
40397572,229616633,1
28190932,229616633,1
184490115,229616633,1
200679146,229616633,1
182967120,229616633,1
151742652,229616633,1
9742726,229616633,1
11507774,229616633,1
121242162,229616633,0
47832532,229616633,1
198283087,229616633,0
133479162,229616633,1
121756792,229616633,1
122851182,229616633,1
187202519,229616633,0
8963736,229616633,0
7716829,229616633,1
190694739,229616633,1
30912712,229616633,1
189041178,229616633,1
200422730,229616633,1
89894632,229616633,1
135467522,230094532,1
11885543,230094532,0
13465083,230094532,1
184253327,230094532,0
8515874,230094532,1
149624662,230094532,1
7753125,230094532,1
24674952,230094532,1
103363202,230094532,1
4541741,230094532,1
67449572,230094532,0
188618606,230094532,1
18996751,230094532,1
13546652,230094532,1
2853561,230094532,1
193980379,230094532,1
11243241,230094532,1
51605562,230094532,1
14553888,230094532,1
130691092,230094532,1
77380882,230094532,0
183026270,230094532,1
163482802,230094532,1
52505262,230094532,1
201201350,230094532,1
170480872,230094532,0
101970742,230094532,0
185522968,230094532,0
72897502,230094532,1
185616082,230094532,1
45529962,230094532,1
9793326,230094532,1
198381765,230094532,1
98681232,230094532,1
98453842,230094532,1
8972124,230094532,1
87351442,230094532,0
1209999,230094532,0
153312662,230094532,1
39028212,230094532,1
190526261,230094532,1
189574208,230094532,1
2963626,230094532,1
85416662,230094532,1
99940212,230094532,0
184556461,230094532,0
50412492,230094532,1
98045022,230094532,1
