66166782,fhqsrlyvnbsb,1
2184497,dxdpdhywfbzb,1
185188194,bczlrlyvpbvb,1
190790330,230398315,1
87330442,jjdwglytqbkb,0
9619844,gqxgmlyvpbqb,1
196325523,ddfxjkytkbjb,0
14641652,lvnfdlyvhbrb,1
199672500,mdstqlyvkbkc,1
192444667,cwmnnlyvhblb,1
190792651,229806969,0
38062442,229367268,1
188812486,bksmflytgbbc,0
3630339,vtxvhlyvpbvb,1
21627081,qxglqlywfbsb,1
131858282,bcfsllyvpbxb,1
187054167,phpsglyvhbdc,1
69986842,ftlsjlyvnbfb,1
193811565,snsmslyvgbjc,1
200466648,gtgnslyvhbjb,0
13797015,qzfpdhyvqbxb,1
2750697,230047032,1
15011401,dvtnrdywcbpb,1
134553162,228482694,1
13797139,qpkpdhyvkbwb,1
12985377,qxlhhjyvkbcb,1
48498542,ftpxrlyvkbpc,1
97612352,mmvzjlywcbrb,1
195558727,dvnmwjyvgbjc,1
203834311,230126312,1
18008211,jjdwglytqbkb,0
1934524,qtgpdhyvlbcc,1
55298592,230492881,1
10231548,qggpdhyvpbbc,1
196487314,ddfxjkytkbjb,1
103842172,230047032,1
13797015,dfmlchywcbtb,1
202630743,230199666,1
7668746,zfwnclyvjbdc,1
12301849,qrkpdhyvkbwb,1
109126612,230396025,1
2858289,qghpdhyvpbbc,1
1692513,xrmdrlyvpbwb,1
4177132,qzfpdhyvpbbc,1
200153733,226837605,1
201794300,229486436,1
13796980,qtgpdhyvjbzb,1
189831051,ddfxjkytkbjb,1
34440072,zrpxrlyvkbcc,1
184199127,qcfzqlywdbqb,1
195226593,ddfxjkytkbjb,1
32740272,230567627,1
197357266,wtbknlyvhbdb,1
140011292,ghmcrlyvkbsb,1
155887982,jsgxllyvjbbc,1
56337042,spqcllyvgbjc,1
2249477,dqkpdhyvkbwb,1
200539763,229969693,1
1934524,qtlwklywfbzb,1
202545127,dklrdlyvgbtb,1
87275662,229790631,0
196261489,nfnqmlyvhbpb,1
11702943,cppjrlyvjbvb,1
145089372,kjhtglyvlbnc,1
45958142,229486436,1
188829138,ftpxrlyvhbmc,1
2249477,qrgpdhywfbzb,1
140713042,djwjqlyvnbjc,1
10939788,230056802,1
196782003,230258448,1
197514603,230378732,1
128356402,228469809,1
10231548,qrkpdhywcbtb,1
34235412,lctvhlyvqblc,1
188367850,230333463,1
3395646,qfhpdhywdbzb,1
194968771,bksmflytgbbc,0
51589382,gptnslyvgbkc,1
11894485,nvtzplyvhbgb,1
2184497,qfhpdhyvkbwb,1
74080432,thspklywdbsb,1
45348492,230118897,1
7920663,230310062,0
157863732,rwsdllyvgblc,1
182594830,230578295,0
14641652,qhgfwfyvkbfb,1
66406762,xjqsqlyvgbgc,1
185605398,rgtpdlyvhbhb,1
4177132,qzfpdhyvhbtb,1
86961222,ddfxjkytkbjb,0
190450585,229314394,1
9531553,230046816,1
1832012,230520160,1
194608449,phpsglyvgbgc,1
143040852,229391640,1
5388073,qpkpdhyvpbbc,1
141667412,hgffllyvjbpb,1
5987482,nbwmplyvgbmc,1
14222335,gtgnslyvkbcb,1
96753202,hnnqslyvhbhc,1
67265682,228899649,1
13796980,qtgpdhywdbzb,1
12736392,229774451,0
12644173,rbxhslyvgbgc,1
4181218,qzfpdhyvhbtb,1
183180994,229970255,1
189834031,vjgcqlyvgbhc,1
9619844,gqxgmlywdbgb,1
13330312,229774843,1
12582571,cgqjflyvmbpb,1
183200749,230224738,1
3395646,dchpdhywgbvb,1
13677380,228899649,1
2531721,230252097,1
2184371,qkptqkyvqbxb,1
342693,229520763,1
8419738,spqcllyvnbhc,1
193185279,230450434,1
9577326,dkkpdhyvmbxb,1
9577326,qzfpdhywdbzb,1
32496622,230326364,1
203728607,230306971,1
184631202,ddfxjkytkbjb,0
10231548,qrgpdhyvmbxb,1
202048203,230552649,1
194050298,djlxmjyvpbvb,1
192444667,nglwklyvjbsb,1
10231548,qfhpdhyvpbbc,1
80366552,229411596,1
175644972,mzqgnlyvqbmc,1
75641332,230099829,1
6001623,qhdhplyvlblc,1
200466648,230585675,0
189333365,230450725,0
180411012,bdspklyvnbkc,1
196093863,230047032,1
38574942,drqzkfyvhbpb,1
13797139,dqkpdhyvkbwb,1
16799721,phpsglyvgbgc,1
11815255,brznqlywcbmc,1
12574763,230448632,1
10244242,djktxdyvmbhb,1
6484996,skkdnyvhblc,1
1934524,qkptqkyvkbwb,1
14204994,jjdwglytqbkb,1
5049142,rpprrlyvmbnb,1
2249477,qsfpdhywgbvb,1
201919364,hnnqslyvgbkc,1
184248097,227578664,1
186292805,jjdwglytqbkb,1
6030233,229718354,1
180411012,lxvwclyvlbnc,1
13573757,229078977,1
12739006,rpprrlyvjbhc,1
10810079,226983806,1
11881937,230207802,1
1692513,xrmdrlywfbmb,1
13797139,qrgpdhyvqbxb,1
194217466,229774843,1
9619844,gtnvhlywfbsb,1
63092722,ddfxjkytkbjb,1
32555772,qfclhfyvkbnc,1
13797139,qzfpdhyvlbcc,1
12301849,qfhpdhyvmbxb,1
196300505,230053122,1
58268492,chsbhlywgbcb,1
4177132,dlgpdhywdbzb,1
5985884,qnxfjkysmbxb,1
8411124,tmdprlyvnbgb,1
13797139,qsfpdhywdbzb,1
4181218,dxdpdhywfbzb,1
12419206,lhtjqlyvhbgc,1
105279602,230436339,1
147509182,226750939,1
185605398,rgtpdlyvgblc,1
3630339,vtxvhlyvqbcc,1
17581251,228758089,0
26858922,nhxpklyvkbhb,1
197694811,228960956,1
5766746,229689512,1
7494815,qjhqxcyvnbqb,1
11894485,qgwjpfyvhbgc,1
150095042,230190924,1
161712282,cwfcllyvhbcc,1
78406512,230495236,1
50546082,230187566,1
11689703,229651860,1
12301849,qsfpdhyvpbbc,1
22173141,ddfxjkytkbjb,1
11894485,ddkjkfyvhbfc,1
12464420,hljzrlyvjblc,1
112356022,230526468,0
137627702,hrhxrlywcbcc,1
182868006,229988009,1
183187235,jjdwglytqbkb,0
183920729,230373346,1
182993334,230490741,1
199056418,230499263,1
2943408,qggpdhyvkbwb,1
199219050,227950529,1
14516466,jjdwglytqbkb,1
131858282,qrnrglyvnbqb,1
186505801,228520976,0
185340212,jppmhlywfbgc,1
200466648,gqrjjlyvgbfc,0
2858289,qrkpdhyvjbzb,1
141667412,rzplslywdbsb,1
2184371,qqgpdhyvnbvb,1
48166602,jqlgjlyvnbcc,1
199809889,230195488,1
184330134,229894267,0
131858282,bcfsllywdbfb,1
202048203,230070395,1
13919514,pjbvnlyvlbgc,1
107570082,hmbjklyvjbtb,1
72496572,230010212,1
500959,qfvqkcyvnbfb,1
131825862,229975029,1
10231548,qvjpdhyvhbtb,1
147025852,qfstnjyvkbzb,1
188934833,230171621,1
89828652,230187566,1
40605532,230306971,1
11633817,229314394,1
190088093,230207713,1
104894012,kkknplyvkbcb,1
110370942,ghmcrlyvkbcc,1
11122850,lvfqclyvkbgc,1
27354432,hsgtclyvgblc,1
187522019,wzbmslyvhbdc,1
192452830,ddfxjkytkbjb,1
38062442,229367283,1
121579332,dvfkrkywfbmc,1
101493522,229953228,1
200546158,229238663,1
201925300,226750939,1
125926272,qclxckyvkbrb,1
90688482,229797663,1
73929552,229842941,0
203342811,230378012,1
12302008,qxrgmlyvnbvb,1
184270758,xrmdrlywfbmb,1
5511367,xzrqglyvcbmb,0
184270758,mmvzjlywfbwb,1
13797015,qxrgmlyvkbwb,1
184348153,jjdwglytqbkb,1
4393782,qtmtbhyvkbfb,1
185605398,rgtpdlyvnbjb,1
3424175,229110026,0
2858289,qpkpdhyvhbtb,1
9619844,zpxgmlyvjbdb,1
5027779,230436613,1
180411012,lxvwclyvhbpc,1
32555772,hprsdlyvlbfc,1
187462585,230046173,0
13797015,dlgpdhyvpbbc,1
188786717,xrvgslyvhbzb,1
