userId,groupId
3556171,2078111
3556171,18357916
3556171,1780638
3556171,7439542
3556171,153288
3556171,19842338
3556171,18176475
3556171,145874
3556171,1686920
3556171,192016
3556171,2253041
3556171,882009
3556171,1415937
3556171,5589312
3556171,19803831
3556171,1104010
3556171,18392323
3556171,1794118
3556171,1391435
3556171,1457526
3556171,4232992
3556171,19140932
3556171,219810
3556171,1734969
3556171,3891032
3556171,4246502
3556171,19333577
3556171,978913
3556171,3010012
3556171,1034045
3556171,3169922
3556171,105714
3556171,4975992
3556171,18475182
3556171,19881365
3556171,8588222
100366692,344576
100366692,1440018
100366692,18815128
100366692,1382044
100366692,1481631
100366692,579207
100366692,11742242
100366692,2352951
100366692,18753291
100366692,18405774
100366692,19367857
100366692,1534862
100366692,18608006
100366692,19639562
100366692,4103192
100366692,1584191
100366692,1646128
100366692,18348731
100366692,2568842
100366692,3333632
100366692,18270245
100366692,19119253
100366692,13198462
100366692,19782677
100366692,19652242
100366692,18709671
100366692,8765502
100366692,18928283
100366692,558133
100366692,1401259
100366692,18141482
100366692,1743653
100366692,4596352
100366692,18849369
100366692,11879282
100366692,18211794
100366692,15709222
100366692,18054362
100366692,19508966
100366692,17782622
100366692,19665021
100366692,19505008
100366692,8194342
100366692,1128396
100366692,7234992
100366692,19757426
100366692,1457526
100366692,141281
100366692,19504717
100366692,1817843
100366692,1747184
100366692,14785932
100366692,19511896
100366692,10915412
100366692,19879517
100366692,6207402
100366692,12934192
100366692,17920612
100366692,19527006
100366692,19634898
100366692,3854272
100366692,19442518
4228395,2544422
4228395,3479472
4228395,14942572
4228395,1768471
4228395,1452441
4228395,1752853
4228395,1686920
4228395,7760612
4228395,18753291
4228395,45720
4228395,1649921
4228395,3543982
4228395,250782
4228395,15565042
4228395,265380
4228395,19214983
4228395,251808
4228395,3656722
4228395,18348731
4228395,6806102
4228395,1034045
4228395,3169922
4228395,1571490
4228395,2714652
4228395,3475072
4228395,18450720
4228395,19615506
4228395,18632614
4228395,19803668
4228395,18420642
4228395,8588222
4228395,1401259
4228395,1743653
4228395,16410682
4228395,18344407
4228395,9801812
4228395,215238
4228395,17700932
4228395,1640146
4228395,1964881
4228395,1579989
4228395,17133512
4228395,17782622
4228395,594011
4228395,1614028
4228395,1457526
4228395,17759852
4228395,1747184
4228395,1776241
4228395,978913
4228395,2533332
4228395,17920612
4228395,17182192
4228395,3485762
4228395,1245291
4228395,3335752
4228395,18326123
4228395,3200462
5267689,1457526
5267689,1196628
5267689,19756491
5267689,15644262
5267689,18653653
5267689,19219692
5267689,156985
5267689,1687797
5267689,3713492
5267689,1794118
5267689,17927582
124684462,1457526
124684462,63782
124684462,5955772
124684462,14660102
124684462,19652242
124684462,7714792
124684462,1351226
124684462,3587272
38994242,2078111
38994242,18583579
38994242,19094051
38994242,19148389
38994242,1723736
38994242,19025056
38994242,1780638
38994242,19545519
38994242,18787801
38994242,1382044
38994242,18892841
38994242,19833895
38994242,18691799
38994242,19024686
38994242,12342642
38994242,6399152
38994242,882009
38994242,18405774
38994242,523869
38994242,17920522
38994242,5300812
38994242,18184392
38994242,8703642
38994242,1457526
38994242,18899328
38994242,19130435
38994242,1485938
38994242,63782
38994242,18875399
38994242,345516
38994242,18678002
38994242,19576069
38994242,19721692
38994242,19836510
38994242,1380004
38994242,19059987
38994242,5133692
38994242,2380631
38994242,19195538
38994242,19890711
38994242,329215
38994242,7057872
4156341,1457526
4156341,2078111
4156341,3169922
4156341,17109782
4156341,1709983
4156341,3430222
4156341,18348731
4156341,19832050
4156341,19003294
81301702,4420682
81301702,1164826
81301702,1729547
81301702,192016
81301702,19328819
81301702,18733322
81301702,19239741
81301702,19006264
81301702,15565042
81301702,1817660
81301702,7172682
81301702,4606062
81301702,6962242
81301702,14630132
81301702,10897032
81301702,252979
81301702,6806102
81301702,1793070
81301702,18852650
81301702,1611311
81301702,8116802
81301702,634419
81301702,18572577
81301702,7255122
81301702,15400622
81301702,227397
81301702,18564946
81301702,15224482
81301702,860742
81301702,13436032
81301702,17302342
81301702,268875
81301702,271435
81301702,17782622
81301702,594011
81301702,9435352
81301702,15974052
81301702,523869
81301702,1794118
81301702,950864
81301702,1665147
81301702,2692682
81301702,1485938
81301702,532064
81301702,1776241
81301702,3934802
81301702,18479978
81301702,3335752
81301702,18221418
81301702,18944863
81301702,5110322
81301702,12125382
81301702,18400664
81301702,9662992
81301702,1312912
81301702,15644262
81301702,1382044
81301702,18189212
81301702,18545552
81301702,1463453
81301702,275595
81301702,1658507
81301702,19324851
81301702,1475712
81301702,1104010
81301702,1268879
81301702,18608006
81301702,5717192
81301702,18613180
81301702,110245
81301702,831140
81301702,322734
81301702,10298422
81301702,5758712
81301702,633017
81301702,3749512
81301702,3169922
81301702,1571490
81301702,514225
81301702,1510571
81301702,1354410
81301702,428729
81301702,22211
81301702,4596352
81301702,10655332
81301702,15709222
81301702,16258612
81301702,352458
81301702,1105088
81301702,226514
81301702,2253041
81301702,15089202
81301702,1356020
81301702,15626252
81301702,19206087
81301702,19335109
81301702,18327536
81301702,764128
81301702,18821620
81301702,19333577
81301702,254188
81301702,10915412
81301702,1508068
81301702,1711337
81301702,1512160
81301702,2068711
81301702,18399769
81301702,1426193
81301702,18707993
81301702,166154
81301702,83211
81301702,1153819
81301702,548121
81301702,18405897
81301702,18566158
81301702,2482482
81301702,18449408
81301702,17920522
81301702,7174512
81301702,11896232
81301702,19256379
81301702,1382666
81301702,447781
81301702,4658532
81301702,1937721
81301702,7078212
81301702,19005448
81301702,295721
81301702,1789749
81301702,2304781
81301702,424233
81301702,4975992
81301702,4080392
81301702,156985
81301702,18252842
81301702,8588222
81301702,18976796
81301702,1743653
81301702,18709589
81301702,19327086
81301702,19234924
81301702,17700932
81301702,19272808
81301702,18491466
81301702,19191413
81301702,882009
81301702,9839042
81301702,18672201
81301702,1816909
81301702,18579013
81301702,1457526
81301702,19093570
81301702,349026
81301702,373602
81301702,18204786
81301702,468840
81301702,18268776
